emg1,emg2,emg3
0.987292,0.131965,0.151515
0.997067,0.136852,0.151515
0.997067,0.141740,0.146628
0.987292,0.131965,0.146628
0.982405,0.136852,0.151515
0.987292,0.136852,0.151515
0.992180,0.131965,0.151515
1.001955,0.131965,0.151515
0.997067,0.131965,0.151515
0.987292,0.131965,0.146628
0.982405,0.136852,0.151515
0.972630,0.131965,0.151515
0.948192,0.136852,0.151515
0.943304,0.136852,0.151515
0.962854,0.131965,0.151515
0.972630,0.131965,0.151515
0.982405,0.131965,0.146628
0.987292,0.131965,0.151515
0.977517,0.141740,0.151515
0.987292,0.146628,0.151515
0.987292,0.141740,0.151515
0.987292,0.136852,0.146628
0.997067,0.136852,0.146628
0.987292,0.131965,0.146628
0.972630,0.131965,0.151515
0.977517,0.131965,0.151515
0.982405,0.131965,0.151515
0.987292,0.131965,0.151515
