emg1,emg2,emg3
1.739980,0.224829,0.234604
1.984360,0.210166,0.195503
2.121212,0.185728,0.185728
1.451613,0.166178,0.180841
0.659824,0.508309,0.821114
0.830890,0.542522,1.104594
1.168133,0.278592,0.469208
1.304985,0.185728,0.263930
1.383187,0.166178,0.190616
2.316716,0.166178,0.175953
1.823069,0.171065,0.171065
1.705767,0.166178,0.161290
0.997067,0.664712,0.679374
0.816227,0.703812,0.913978
1.187683,0.332356,0.415445
2.336266,0.224829,0.254154
1.681329,0.175953,0.185728
2.228739,0.171065,0.180841
1.290323,0.156403,0.161290
0.762463,0.459433,0.723363
1.138807,0.469208,0.826002
1.446725,0.273705,0.400782
1.827957,0.195503,0.254154
1.994135,0.195503,0.205279
2.565982,0.175953,0.180841
1.783969,0.171065,0.185728
1.182796,0.175953,0.210166
1.016618,0.757576,0.874878
1.163245,0.376344,0.596285
1.295210,0.224829,0.303030
2.116325,0.195503,0.244379
2.194526,0.166178,0.185728
1.642229,0.171065,0.166178
0.742913,0.288368,0.327468
0.684262,0.894428,0.806452
1.862170,0.415445,0.586510
2.839687,0.268817,0.356794
2.155425,0.205279,0.244379
1.935484,0.166178,0.190616
1.827957,0.156403,0.166178
0.865103,0.185728,0.356794
1.080156,0.351906,1.026393
1.353861,0.244379,0.537634
1.759531,0.185728,0.283480
1.906158,0.171065,0.205279
2.629521,0.171065,0.190616
2.077224,0.156403,0.166178
1.256109,0.166178,0.161290
0.904203,0.215054,0.288368
0.767351,0.317693,1.045943
0.874878,0.239492,0.591398
1.148583,0.175953,0.298143
1.353861,0.166178,0.215054
1.857283,0.166178,0.185728
1.725318,0.146628,0.161290
1.197458,0.273705,0.166178
0.581623,2.228739,0.234604
0.742913,1.529814,0.200391
1.251222,0.640274,0.180841
2.795699,0.327468,0.205279
3.357771,0.229717,0.195503
2.673509,0.185728,0.200391
1.378299,0.400782,0.185728
0.850440,1.011730,0.171065
0.703812,0.904203,0.166178
1.466276,0.518084,0.200391
2.135875,0.283480,0.229717
2.096774,0.229717,0.254154
3.030303,0.175953,0.205279
1.290323,0.366569,0.180841
0.757576,1.871945,0.254154
0.620723,1.304985,0.215054
1.036168,0.532747,0.185728
1.397849,0.288368,0.200391
1.793744,0.195503,0.185728
2.321603,0.185728,0.229717
1.402737,0.161290,0.180841
0.654936,0.782014,0.180841
0.874878,1.710655,0.263930
0.664712,0.767351,0.185728
1.260997,0.356794,0.185728
2.751711,0.219941,0.190616
2.873900,0.180841,0.185728
3.401760,0.161290,0.185728
1.344086,0.415445,0.175953
0.694037,2.233627,0.259042
0.713587,1.363636,0.200391
1.867058,0.576735,0.210166
2.434018,0.317693,0.185728
2.189638,0.219941,0.195503
2.140762,0.171065,0.175953
1.182796,0.161290,0.161290
0.620723,1.089932,0.200391
1.075269,1.138807,0.200391
1.964809,0.503421,0.210166
2.859238,0.278592,0.215054
2.991202,0.224829,0.200391
2.218964,0.180841,0.185728
0.904203,0.405670,0.171065
0.620723,2.101662,0.263930
0.522972,1.945259,0.234604
0.835777,0.889541,0.200391
1.876833,0.415445,0.210166
2.189638,0.259042,0.185728
2.590420,0.205279,0.185728
1.783969,0.171065,0.175953
0.708700,1.124145,0.195503
0.850440,1.764418,0.234604
1.578690,0.742913,0.224829
2.121212,0.356794,0.229717
2.771261,0.239492,0.205279
3.739003,0.200391,0.210166
2.482893,0.175953,0.180841
1.837732,0.161290,0.161290
0.806452,1.911046,0.205279
0.733138,1.441838,0.224829
